"ID_Agente","ID_Caso","Agente","Atributo","Género","Calidad","Labor","ID_Documento","Código","Nombre_Codigo","Sub_Código","Nombre_Sub_Codigo","Año","Lugar","Source"
"ACJ8507","4275","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4275A","3","Intento de homicidio",,"Delitos","1612","Cartagena de Indias","AGNSC.192132107-1734275A"
"ACJ8508","4275","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4275A","3","Intento de homicidio",,"Delitos","1612","Cartagena de Indias","AGNSC.192132107-1734275A"
"ACJ8509","4275","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4275A","3","Intento de homicidio",,"Delitos","1612","Cartagena de Indias","AGNSC.192132107-1734275A"
"ACJ851","411","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","411A","14","Rapto ",,"Delitos","1628","Santafé (Bogotá)","AGNSC.19168297-303411A"
"ACJ8510","4276","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4276A","15","Juicio de residencia","15.5","Omisión de deberes del cargo ","1612","Cartagena de Indias","AGNSC.192132107-1734276A"
"ACJ8511","4276","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","4276A","15","Juicio de residencia","15.5","Omisión de deberes del cargo ","1612","Cartagena de Indias","AGNSC.192132107-1734276A"
"ACJ8512","4276","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","4276A","15","Juicio de residencia","15.5","Omisión de deberes del cargo ","1612","Cartagena de Indias","AGNSC.192132107-1734276A"
"ACJ8513","4277","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4277B","10","Concubinato","10.2","Adulterio","1752","Quebradanegra","AGNSC.192133174-2044277B"
"ACJ8514","4277","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","4277A","10","Concubinato","10.1","Concubinato","1752","Quebradanegra","AGNSC.192133174-2044277A"
"ACJ8514","4277","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","4277B","10","Concubinato","10.2","Adulterio","1752","Quebradanegra","AGNSC.192133174-2044277B"
"ACJ8515","4277","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4277A","10","Concubinato","10.1","Concubinato","1752","Quebradanegra","AGNSC.192133174-2044277A"
"ACJ8515","4277","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4277B","10","Concubinato","10.2","Adulterio","1752","Quebradanegra","AGNSC.192133174-2044277B"
"ACJ8515","4277","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4277C","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.1","Fuga o intento de fuga (de cárcel, de exilio, etc)","1752","Quebradanegra","AGNSC.192133174-2044277C"
"ACJ8516","4278","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4278A","20","Robo","20.1","Robo","1785","Guamo","AGNSC.192134205-6284278A"
"ACJ8517","4278","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4278A","20","Robo","20.1","Robo","1785","Guamo","AGNSC.192134205-6284278A"
"ACJ8518","4278","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4278A","20","Robo","20.1","Robo","1785","Guamo","AGNSC.192134205-6284278A"
"ACJ8519","4278","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4278A","20","Robo","20.1","Robo","1785","Guamo","AGNSC.192134205-6284278A"
"ACJ852","412","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","412A","10","Concubinato","10.1","Concubinato","1696","Santafé (Bogotá)","AGNSC.19169304-308412A"
"ACJ8520","4279","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4279A","20","Robo","20.1","Robo","1802","Cartagena de Indias","AGNSC.192135629-9454279A"
"ACJ8520","4279","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4279B","18","Financiero","18.1",NULL,"1802","Cartagena de Indias","AGNSC.192135629-9454279B"
"ACJ8521","4279","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4279A","20","Robo","20.1","Robo","1802","Cartagena de Indias","AGNSC.192135629-9454279A"
"ACJ8521","4279","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4279B","18","Financiero","18.1",NULL,"1802","Cartagena de Indias","AGNSC.192135629-9454279B"
"ACJ8522","4279","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4279A","20","Robo","20.1","Robo","1802","Cartagena de Indias","AGNSC.192135629-9454279A"
"ACJ8522","4279","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4279B","18","Financiero","18.1",NULL,"1802","Cartagena de Indias","AGNSC.192135629-9454279B"
"ACJ8523","4280","Institución","Víctima","null","null","null","4280C","19","Desacato",,"Delitos","1799","Mompós","AGNSC.192142227-3404280C"
"ACJ8524","4280","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4280A","4","Violencia","4.3","Sevicia","1799","Mompós","AGNSC.192142227-3404280A"
"ACJ8524","4280","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4280B","13","Bestialidad","13.3","Sodomía","1799","Mompós","AGNSC.192142227-3404280B"
"ACJ8524","4280","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4280C","19","Desacato",,"Delitos","1799","Mompós","AGNSC.192142227-3404280C"
"ACJ8525","4280","Persona","Víctima","Mujer","Esclavo","Sin especificar","4280A","4","Violencia","4.3","Sevicia","1799","Mompós","AGNSC.192142227-3404280A"
"ACJ8525","4280","Persona","Víctima","Mujer","Esclavo","Sin especificar","4280B","13","Bestialidad","13.3","Sodomía","1799","Mompós","AGNSC.192142227-3404280B"
"ACJ8526","4280","Persona","Víctima","Mujer","Esclavo","Sin especificar","4280A","4","Violencia","4.3","Sevicia","1799","Mompós","AGNSC.192142227-3404280A"
"ACJ8526","4280","Persona","Víctima","Mujer","Esclavo","Sin especificar","4280B","13","Bestialidad","13.3","Sodomía","1799","Mompós","AGNSC.192142227-3404280B"
"ACJ8527","4281","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","4281A","24","Mala praxis de abogados","24.1","Jueces cuestionables","1749","Santa Marta","AGNSC.192143341-3874281A"
"ACJ8528","4281","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","4281A","24","Mala praxis de abogados","24.1","Jueces cuestionables","1749","Santa Marta","AGNSC.192143341-3874281A"
"ACJ8529","4282","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4282A","20","Robo","20.1","Robo","1807","Cartagena de Indias","AGNSC.192144388-4914282A"
"ACJ853","412","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","412A","10","Concubinato","10.1","Concubinato","1696","Santafé (Bogotá)","AGNSC.19169304-308412A"
"ACJ8530","4282","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4282A","20","Robo","20.1","Robo","1807","Cartagena de Indias","AGNSC.192144388-4914282A"
"ACJ8531","4283","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4283A","25","Sublevación","25.4","Traición","1632","null","AGNSC.192146540-6224283A"
"ACJ8532","4284","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4284A","9","Estupro","9.1","Estrupo","1752","San Cristóbal","AGNSC.192148712-8224284A"
"ACJ8533","4284","Persona","Perpetrador","Hombre","Esclavo","Sin especificar","4284A","9","Estupro","9.1","Estrupo","1752","San Cristóbal","AGNSC.192148712-8224284A"
"ACJ8533","4284","Persona","Perpetrador","Hombre","Esclavo","Sin especificar","4284B","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.1","Fuga o intento de fuga (de cárcel, de exilio, etc)","1752","San Cristóbal","AGNSC.192148712-8224284B"
"ACJ8534","4285","Población Indígena Completa","Víctima","null","null","null","4285A","22","Vagancia","22.4","Desmanes","1605","Moscachí","AGNSC.192149823-8264285A"
"ACJ8534","4285","Población Indígena Completa","Víctima","null","null","null","4285B","15","Juicio de residencia","15.2","Abuso de autoridad (en general)","1605","Moscachí","AGNSC.192149823-8264285B"
"ACJ8534","4285","Población Indígena Completa","Víctima","null","null","null","4285D","7","Secuestros","7.2","Extorsión","1605","Moscachí","AGNSC.192149823-8264285D"
"ACJ8535","4285","Persona","Perpetrador","Hombre","Sin especificar","Fuerza armada","4285A","22","Vagancia","22.4","Desmanes","1605","Moscachí","AGNSC.192149823-8264285A"
"ACJ8535","4285","Persona","Perpetrador","Hombre","Sin especificar","Fuerza armada","4285B","15","Juicio de residencia","15.2","Abuso de autoridad (en general)","1605","Moscachí","AGNSC.192149823-8264285B"
"ACJ8535","4285","Persona","Perpetrador","Hombre","Sin especificar","Fuerza armada","4285C","18","Financiero","18.4","Negocios y juegos ilegales","1605","Moscachí","AGNSC.192149823-8264285C"
"ACJ8535","4285","Persona","Perpetrador","Hombre","Sin especificar","Fuerza armada","4285D","7","Secuestros","7.2","Extorsión","1605","Moscachí","AGNSC.192149823-8264285D"
"ACJ8536","4286","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4286A","18","Financiero","18.2","Contrabando","1718","La Guaira","AGNSC.1921410827-9614286A"
"ACJ8537","4287","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4287A","22","Vagancia","22.1","Vagancia","1787","Majagual","AGNSC.1921411962-9804287A"
"ACJ8537","4287","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4287B","25","Sublevación","25.2","Agitación","1787","Majagual","AGNSC.1921411962-9804287B"
"ACJ8538","4288","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4288A","4","Violencia","4.2","Riña","1665","Santafé (Bogotá)","AGNSC.1921413999-10034288A"
"ACJ8539","4288","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4288A","4","Violencia","4.2","Riña","1665","Santafé (Bogotá)","AGNSC.1921413999-10034288A"
"ACJ854","413","Persona","Víctima","Hombre","Sin especificar","Sin especificar","413A","20","Robo","20.1","Robo","1804","Zipaquirá","AGNSC.191610309-362413A"
"ACJ8540","4289","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4289B","16","Injuria","16.2","Agravios","1772","Maracaibo","AGNSC.192152235-3714289B"
"ACJ8541","4289","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4289A","20","Robo","20.1","Robo","1772","Maracaibo","AGNSC.192152235-3714289A"
"ACJ8542","4289","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4289A","20","Robo","20.1","Robo","1772","Maracaibo","AGNSC.192152235-3714289A"
"ACJ8543","4289","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4289A","20","Robo","20.1","Robo","1772","Maracaibo","AGNSC.192152235-3714289A"
"ACJ8544","4290","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","4290A","16","Injuria","16.1","Injuria","1803","Cartagena de Indias","AGNSC.192153372-4944290A"
"ACJ8545","4290","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4290A","16","Injuria","16.1","Injuria","1803","Cartagena de Indias","AGNSC.192153372-4944290A"
"ACJ8546","4290","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4290A","16","Injuria","16.1","Injuria","1803","Cartagena de Indias","AGNSC.192153372-4944290A"
"ACJ8547","4291","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4291A","22","Vagancia","22.6","Embriaguez","1805","Cartagena de Indias","AGNSC.192154495-5234291A"
"ACJ8547","4291","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4291B","4","Violencia","4.1","Heridas","1805","Cartagena de Indias","AGNSC.192154495-5234291B"
"ACJ8548","4291","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4291B","4","Violencia","4.1","Heridas","1805","Cartagena de Indias","AGNSC.192154495-5234291B"
"ACJ8549","4291","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4291B","4","Violencia","4.1","Heridas","1805","Cartagena de Indias","AGNSC.192154495-5234291B"
"ACJ855","413","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","413A","20","Robo","20.1","Robo","1804","Zipaquirá","AGNSC.191610309-362413A"
"ACJ8550","4292","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4292A","6","Amenazas",,"Delitos","1788","Cartagena de Indias","AGNSC.192155524-5294292A"
"ACJ8551","4292","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4292A","6","Amenazas",,"Delitos","1788","Cartagena de Indias","AGNSC.192155524-5294292A"
"ACJ8552","4293","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4293A","16","Injuria","16.4","Atropellos","1571","Cartagena de Indias","AGNSC.192156530-5414293A"
"ACJ8553","4293","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4293A","16","Injuria","16.4","Atropellos","1571","Cartagena de Indias","AGNSC.192156530-5414293A"
"ACJ8554","4293","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","4293A","16","Injuria","16.4","Atropellos","1571","Cartagena de Indias","AGNSC.192156530-5414293A"
"ACJ8555","4294","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4294A","9","Estupro","9.2","Desfloramiento","1801","Cartagena de Indias","AGNSC.192157542-5994294A"
"ACJ8556","4294","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4294A","9","Estupro","9.2","Desfloramiento","1801","Cartagena de Indias","AGNSC.192157542-5994294A"
"ACJ8557","4296","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4296A","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.1","Fuga o intento de fuga (de cárcel, de exilio, etc)","1809","Mompós","AGNSC.192159603-6114296A"
"ACJ8558","4298","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4298A","5","Violencia conyugal","5.1","Violencia conyugal","1767","Cartagena de Indias","AGNSC.1921512637-6534298A"
"ACJ8559","4298","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4298A","5","Violencia conyugal","5.1","Violencia conyugal","1767","Cartagena de Indias","AGNSC.1921512637-6534298A"
"ACJ856","414","Persona","Víctima","Sin información","Sin especificar","Sin especificar","414A","20","Robo","20.1","Robo","1765","Santafé (Bogotá)","AGNSC.191611363-438414A"
"ACJ8560","4299","Institución","Víctima","null","null","null","4299A","25","Sublevación","25.1","Sublevación","1712","Cartagena de Indias","AGNSC.1921513654-6604299A"
"ACJ8561","4299","Persona","Perpetrador","Sin información","Sin especificar","Sin especificar","4299A","25","Sublevación","25.1","Sublevación","1712","Cartagena de Indias","AGNSC.1921513654-6604299A"
"ACJ8562","4300","Persona","Perpetrador","Hombre","Sin especificar","Fuerza armada","4300A","4","Violencia","4.2","Riña","1582","Santafé (Bogotá)","AGNSC.1921514661-7044300A"
"ACJ8563","4300","Persona","Perpetrador","Hombre","Sin especificar","Fuerza armada","4300A","4","Violencia","4.2","Riña","1582","Santafé (Bogotá)","AGNSC.1921514661-7044300A"
"ACJ8564","4302","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","4302A","10","Concubinato","10.1","Concubinato","1705","Silos","AGNSC.1921517717-7244302A"
"ACJ8565","4302","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","4302A","10","Concubinato","10.1","Concubinato","1705","Silos","AGNSC.1921517717-7244302A"
"ACJ8566","4302","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","4302A","10","Concubinato","10.1","Concubinato","1705","Silos","AGNSC.1921517717-7244302A"
"ACJ8567","4302","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4302A","10","Concubinato","10.1","Concubinato","1705","Silos","AGNSC.1921517717-7244302A"
"ACJ8568","4302","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4302A","10","Concubinato","10.1","Concubinato","1705","Silos","AGNSC.1921517717-7244302A"
"ACJ8569","4302","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4302A","10","Concubinato","10.1","Concubinato","1705","Silos","AGNSC.1921517717-7244302A"
"ACJ857","414","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","414A","20","Robo","20.1","Robo","1765","Santafé (Bogotá)","AGNSC.191611363-438414A"
"ACJ8570","4304","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4304A","20","Robo","20.1","Robo","1801","Santafé (Bogotá)","AGNSC.1921519857-8944304A"
"ACJ8571","4304","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4304A","20","Robo","20.1","Robo","1801","Santafé (Bogotá)","AGNSC.1921519857-8944304A"
"ACJ8572","4304","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4304A","20","Robo","20.1","Robo","1801","Santafé (Bogotá)","AGNSC.1921519857-8944304A"
"ACJ8573","4307","Persona","Víctima","Hombre","Sin especificar","Fuerza armada","4307A","16","Injuria","16.1","Injuria","1715","Maracaibo","AGNSC.1921611-1864307A"
"ACJ8574","4307","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4307A","16","Injuria","16.1","Injuria","1715","Maracaibo","AGNSC.1921611-1864307A"
"ACJ8575","4308","Institución","Víctima","null","null","null","4308A","25","Sublevación","25.2","Agitación","1713","Mérida","AGNSC.192162187-2694308A"
"ACJ8576","4308","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4308A","25","Sublevación","25.2","Agitación","1713","Mérida","AGNSC.192162187-2694308A"
"ACJ8577","4308","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4308A","25","Sublevación","25.2","Agitación","1713","Mérida","AGNSC.192162187-2694308A"
"ACJ8578","4308","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4308A","25","Sublevación","25.2","Agitación","1713","Mérida","AGNSC.192162187-2694308A"
"ACJ8579","4308","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4308A","25","Sublevación","25.2","Agitación","1713","Mérida","AGNSC.192162187-2694308A"
"ACJ858","414","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","414A","20","Robo","20.1","Robo","1765","Santafé (Bogotá)","AGNSC.191611363-438414A"
"ACJ8580","4308","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4308A","25","Sublevación","25.2","Agitación","1713","Mérida","AGNSC.192162187-2694308A"
"ACJ8581","4309","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4309A","16","Injuria","16.1","Injuria","1763","null","AGNSC.192163270-2724309A"
"ACJ8581","4309","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4309B","4","Violencia","4.1","Heridas","1763","San Cristóbal","AGNSC.192165292-2994309B"
"ACJ8582","4309","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4309A","16","Injuria","16.1","Injuria","1763","null","AGNSC.192163270-2724309A"
"ACJ8582","4309","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4309B","4","Violencia","4.1","Heridas","1763","San Cristóbal","AGNSC.192165292-2994309B"
"ACJ8583","4309","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4309A","16","Injuria","16.1","Injuria","1763","null","AGNSC.192163270-2724309A"
"ACJ8583","4309","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4309B","4","Violencia","4.1","Heridas","1763","San Cristóbal","AGNSC.192165292-2994309B"
"ACJ8584","4310","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4310A","18","Financiero","18.2","Contrabando","1764","Maracaibo","AGNSC.192164273-2914310A"
"ACJ8585","4311","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4311A","16","Injuria","16.1","Injuria","1770","Perijá (Venezuela)","AGNSC.192167303-3054311A"
"ACJ8586","4311","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4311A","16","Injuria","16.1","Injuria","1770","Perijá (Venezuela)","AGNSC.192167303-3054311A"
"ACJ8587","4311","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4311A","16","Injuria","16.1","Injuria","1770","Perijá (Venezuela)","AGNSC.192167303-3054311A"
"ACJ8588","4312","Persona","Perpetrador","Sin información","Sin especificar","Sin especificar","4312A","18","Financiero","18.2","Contrabando","1765","Maracaibo","AGNSC.192168306-4024312A"
"ACJ8589","4314","Persona","Víctima","Hombre","Esclavo","Sin especificar","4314A","1","Homicidio","1.1","Homicidio","1771","null","AGNSC.1921613473-5114314A"
"ACJ859","416","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","416A","22","Vagancia","22.1","Vagancia","1634","Santafé (Bogotá)","AGNSC.191613459-465416A"
"ACJ8590","4314","Persona","Víctima","Hombre","Esclavo","Sin especificar","4314A","1","Homicidio","1.1","Homicidio","1771","null","AGNSC.1921613473-5114314A"
"ACJ8591","4314","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4314A","1","Homicidio","1.1","Homicidio","1771","null","AGNSC.1921613473-5114314A"
"ACJ8591","4314","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4314B","16","Injuria","16.1","Injuria","1771","null","AGNSC.1921613473-5114314B"
"ACJ8592","4314","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4314A","1","Homicidio","1.1","Homicidio","1771","null","AGNSC.1921613473-5114314A"
"ACJ8592","4314","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4314B","16","Injuria","16.1","Injuria","1771","null","AGNSC.1921613473-5114314B"
"ACJ8593","4315","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4315A","1","Homicidio","1.1","Homicidio","1675","Barinas","AGNSC.1921614512-5184315A"
"ACJ8594","4315","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4315A","1","Homicidio","1.1","Homicidio","1675","Barinas","AGNSC.1921614512-5184315A"
"ACJ8595","4316","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4316A","16","Injuria","16.1","Injuria","1789","Santafé (Bogotá)","AGNSC.1921617849-9084316A"
"ACJ8596","4316","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","4316A","16","Injuria","16.1","Injuria","1789","Santafé (Bogotá)","AGNSC.1921617849-9084316A"
"ACJ8597","4316","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4316A","16","Injuria","16.1","Injuria","1789","Santafé (Bogotá)","AGNSC.1921617849-9084316A"
"ACJ8598","4317","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4317A","16","Injuria","16.2","Agravios","1765","Tunja","AGNSC.1921618909-9194317A"
"ACJ8599","4317","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4317A","16","Injuria","16.2","Agravios","1765","Tunja","AGNSC.1921618909-9194317A"
"ACJ86","44","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","44A","14","Rapto ",,"Delitos","1806","La Peña","AGNSC.19310232-34344A"
"ACJ860","418","Persona","Víctima","Mujer","Sin especificar","Sin especificar","418A","4","Violencia","4.1","Heridas","1810","Santafé (Bogotá)","AGNSC.191615474-502418A"
"ACJ8600","4318","Persona","Víctima","Sin información","Sin especificar","Sin especificar","4318A","20","Robo","20.1","Robo","1798","Samacá","AGNSC.1921619920-9444318A"
"ACJ8601","4318","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4318A","20","Robo","20.1","Robo","1798","Samacá","AGNSC.1921619920-9444318A"
"ACJ8602","4319","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4319A","13","Bestialidad","13.1","Bestialidad","1791","Tunja","AGNSC.1921620945-10234319A"
"ACJ8603","4320","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4320A","1","Homicidio","1.1","Homicidio","1800","Mompós","AGNSC.1921711—1874320A"
"ACJ8604","4320","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4320A","1","Homicidio","1.1","Homicidio","1800","Mompós","AGNSC.1921711—1874320A"
"ACJ8605","4321","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4321A","9","Estupro","9.3","Incesto","1599","Santafé (Bogotá)","AGNSC.192172188-4574321A"
"ACJ8606","4321","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4321A","9","Estupro","9.3","Incesto","1599","Santafé (Bogotá)","AGNSC.192172188-4574321A"
"ACJ8607","4322","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4322B","10","Concubinato","10.2","Adulterio","1807","Chaparral","AGNSC.192173458-4944322B"
"ACJ8607","4322","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4322C","5","Violencia conyugal","5.1","Violencia conyugal","1807","Chaparral","AGNSC.192173458-4944322C"
"ACJ8608","4322","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","4322A","10","Concubinato","10.1","Concubinato","1807","Chaparral","AGNSC.192173458-4944322A"
"ACJ8609","4322","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4322A","10","Concubinato","10.1","Concubinato","1807","Chaparral","AGNSC.192173458-4944322A"
"ACJ8609","4322","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4322B","10","Concubinato","10.2","Adulterio","1807","Chaparral","AGNSC.192173458-4944322B"
"ACJ8609","4322","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4322C","5","Violencia conyugal","5.1","Violencia conyugal","1807","Chaparral","AGNSC.192173458-4944322C"
"ACJ861","418","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","418A","4","Violencia","4.1","Heridas","1810","Santafé (Bogotá)","AGNSC.191615474-502418A"
"ACJ8610","4323","Persona","Víctima","Mujer","Esclavo","Sin especificar","4323A","9","Estupro","9.2","Desfloramiento","1788","Cartagena de Indias","AGNSC.192174495-5024323A"
"ACJ8611","4323","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4323A","9","Estupro","9.2","Desfloramiento","1788","Cartagena de Indias","AGNSC.192174495-5024323A"
"ACJ8612","4324","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4324A","13","Bestialidad","13.1","Bestialidad","1756","Turmequé","AGNSC.192175503-5304324A"
"ACJ8613","4326","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4326A","9","Estupro","9.3","Incesto","1798","Mompós","AGNSC.192177549-5534326A"
"ACJ8614","4326","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4326A","9","Estupro","9.3","Incesto","1798","Mompós","AGNSC.192177549-5534326A"
"ACJ8615","4327","Persona","Víctima","Hombre","Sin especificar","Sin especificar","4327A","4","Violencia","4.1","Heridas","1809","Santafé (Bogotá)","AGNSC.192179556-5614327A"
"ACJ8616","4327","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4327A","4","Violencia","4.1","Heridas","1809","Santafé (Bogotá)","AGNSC.192179556-5614327A"
"ACJ8617","4328","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4328A","18","Financiero","18.4","Negocios y juegos ilegales","1633","Santafé (Bogotá)","AGNSC.1921710562-5664328A"
"ACJ8618","4328","Persona","Cómplice","Hombre","Sin especificar","Sin especificar","4328A","18","Financiero","18.4","Negocios y juegos ilegales","1633","Santafé (Bogotá)","AGNSC.1921710562-5664328A"
"ACJ8619","4328","Persona","Cómplice","Hombre","Sin especificar","Sin especificar","4328A","18","Financiero","18.4","Negocios y juegos ilegales","1633","Santafé (Bogotá)","AGNSC.1921710562-5664328A"
"ACJ862","419","Persona","Víctima","Hombre","Sin especificar","Sin especificar","419A","16","Injuria","16.1","Injuria","1766","Santafé (Bogotá)","AGNSC.191619716-723419A"
"ACJ8620","4329","Persona","Víctima","Mujer","Sin especificar","Sin especificar","4329A","9","Estupro","9.2","Desfloramiento","1677","Honda","AGNSC.19217115674329A"
"ACJ8621","4329","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4329A","9","Estupro","9.2","Desfloramiento","1677","Honda","AGNSC.19217115674329A"
"ACJ8622","4332","Persona","Víctima","Hombre","Sin especificar","Político del Estado","4332A","25","Sublevación","25.1","Sublevación","1780","Riohacha","AGNSC.1921715581-5944332A"
"ACJ8623","4332","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","4332A","25","Sublevación","25.1","Sublevación","1780","Riohacha","AGNSC.1921715581-5944332A"
