ID_Caso,ID_Crímen,Descripción
2353,2353A,"Demanda de Francisco Ortíz de Parada y María Vigoya, su consorte, contra Antonio de Mora, por haber cometido éste **prevaricato**, en declaraciones de un pleito de aquellos."
2353,2353B,"Demanda de Francisco Ortíz de Parada y María Vigoya, su consorte, contra Antonio de Mora, por haber cometido éste prevaricato, **en declaraciones de un pleito de aquellos.**"
2354,2354A,"Causa seguida por Tomás Forero, alcalde de Zipaquirá, a Francisco Solano, por escalamiento y **robos**."
2354,2354B,"Causa seguida por Tomás Forero, alcalde de Zipaquirá, a Francisco Solano, por **escalamiento **y robos."
2355,2355A,"Pedro de los Santos hace **petición de certificaciones sobre su honorabilidad**, buena conducta y correcto desempeño de cargos oficiales."
2356,2356A,"Causa seguida a Josefa de Vargas, por **separación de su marido** y vivir en la casa cural del Espinal."
2357,2357A,"Demanda de Damián Ignacio de la Rosa y Parra, por **injurias**, contra Bartolomé Lorenzo de la Rosa y Parra."
2358,2358A,"Juicio seguido a Antonio Espina, administrador de rentas de Ibagué, por **desacatos **a Fernando Bonilla, alcalde de la misma ciudad."
2359,2359A,"Sumario instruido por el alcalde del Guamo, a Faustino Quimbayo, por **robos**."
2360,2360A,"Demanda de Diego del Hoyo y Manuela, contra Pedro del Corral y Felipe Maracayo, su mayordomo, por** un buey que le mataron.**"
2361,2361A,"Petición de Pedro Suárez, sobre remisión del sumario que se le instruyó por llevar vida licenciosa en Apicalá, y **escándalos **que cometió, por los cuales fue condenado al presidio de Cartagena."
2361,2361B,"Petición de Pedro Suárez, sobre remisión del sumario que se le instruyó por llevar **vida licenciosa** en Apicalá, y escándalos que cometió, por los cuales fue condenado al presidio de Cartagena."
2361,2361C,"**Petición **de Pedro Suárez, sobre remisión del sumario que se le instruyó por llevar vida licenciosa en Apicalá, y escándalos que cometió, por los cuales fue condenado al presidio de Cartagena."
2362,2362A,"Causa seguida a Cosme de Góngora, por** irrepetos y ultrajes **a Justiniano Gutiérrez, cura de Venadillo."
2362,2362B,"Petición de Justiniano Gutiérrez, cura de Venadillo, al alcalde del lugar, sobre asegurar a Cosme Góngora, quien** prometió darle muerte**, y juicio que se le siguió a éste."
2362,2362C,"**Petición **de Justiniano Gutiérrez, cura de Venadillo, al alcalde del lugar, sobre asegurar a Cosme Góngora, quien prometió darle muerte, y juicio que se le siguió a éste."
2363,2363A,"Causa seguida a Juan de Dios Diaz, por **desobediencia **e irrespetos al alcalde de Ambalema."
2363,2363B,"Causa seguida a Juan de Dios Diaz, por desobediencia e **irrespetos **al alcalde de Ambalema."
2363,2363C,"**Petición **de Juan de Dios Díaz, sobre **indulto**, y quien fue encausado por el motivo dicho en el inmediato expediente."
2364,2364A,"José Antonio de Hoyos Mier, apela de lo proveído por el doctor José Simón de Mier, sobre que exhibiese cinco esclavos de Manuel Martínez de Escobar, comandante de Riohacha a quien **residenció **el Oidor Benito del Casal."
2364,2364B,"José Antonio de Hoyos Mier, apela de lo proveído por el doctor José Simón de Mier, **sobre que exhibiese cinco esclavos de Manuel Martínez** de Escobar, comandante de Riohacha a quien residenció el Oidor Benito del Casal."
2364,2364C,"José Antonio de Hoyos Mier, **apela **de lo proveído por el doctor José Simón de Mier, sobre que exhibiese cinco esclavos de Manuel Martínez de Escobar, comandante de Riohacha a quien residenció el Oidor Benito del Casal."
2365,2365A,"Causa seguida a Juan Ignacio Suárez, por el **homicidio **de Francisco Pedraza."
2366,2366A,"Causa seguida a Pedro Sánchez, **por haber inhumado un indio en la llanura, sin que hubiera recibido los auxilios de la religión**, y querella de Andrés Carrión -por tal motivo- como alcalde del Guayabal, contra Diego Diaz de Escandón, Corregidor de Mariquita."
2366,2366B,"Causa seguida a Pedro Sánchez, por haber inhumado un indio en la llanura, sin que hubiera recibido los auxilios de la religión, y **querella **de Andrés Carrión -por tal motivo- como alcalde del Guayabal, contra Diego Diaz de Escandón, Corregidor de Mariquita."
2367,2367A,"Sumario instruido por Gregorio Gil Barrero, alcalde del Espinal, a Juan Núñez y Salvadora Díaz, por **concubinato**."
2368,2368A,"Nota de José Zabala, alcalde de Neiva, remisoria del Sumario instruido a José Ignacio Gómez, por varios **excesos**."
2368,2368B,"**Nota **de José Zabala, alcalde de Neiva, remisoria del Sumario instruido a José Ignacio Gómez, por varios excesos."
2369,2369A,"Causa seguida por el **asesinato **de Jacinto Barrera, a María Teresa Saavedra, su mujer, Matias Sánchez, amante de ésta, y Javier Barrera, hijo del occiso."
2369,2369B,"Causa seguida por el asesinato de Jacinto Barrera, a María Teresa Saavedra, su mujer, Matias Sánchez, **amante **de ésta, y Javier Barrera, hijo del occiso."
2370,2370A,"Causa seguida a Manuel Clavijo, por el **estupro **de María Josefa Padilla, el desfloramiento de otras doncellas, y por concubinato con Ceferina Jordiana."
2370,2370B,"Causa seguida a Manuel Clavijo, por el estupro de María Josefa Padilla, el **desfloramiento de otras doncellas**, y por concubinato con Ceferina Jordiana. "
2370,2370C,"Causa seguida a Manuel Clavijo, por el estupro de María Josefa Padilla, el desfloramiento de otras doncellas, y por **concubinato **con Ceferina Jordiana."
2371,2371A,"Causa seguida a Miguel Franco y otros, por **sacrificar ganado ajeno**."
2372,2372A,"Sumario instruido por Juan Blas de Aranzazu, Alcalde de Mariquita, a Juan Francisco Lino Galeano y Felipe Zerda, por el **homicidio **de Miguel Leytón, estanquero de las minas de Santa Ana."
2373,2373A,"Declaración de Fray Diego Desantiago, Agustino Recoleto, en la causa seguida a Gregorio de Saa, mayordomo de la hacienda de Jacinto de Ospina Maldonado, por **venta de semovientes.**"
2374,2374A,"Sumario instruido por Antonio Ortíz, alcalde de Ibagué, a Miguel Saavedra, por **abigeato**."
2375,2375A,"Juicio seguido a Julián Guayara, por **robo **de ganado de la hacienda del retiro, de Diego Montealegre, denunciante del hecho."
2376,2376A,"Causa seguida a Francisco Conde, por **robo **y heridas."
2376,2376B,"Causa seguida a Francisco Conde, por robo y **heridas**."
2377,2377A,"Sumario instruido por Victorio Rodríguez, Alcalde de Ibagué, a Francisco Javier Gualtero, por **cuatrero**."
2378,2378A,"Causa seguida a Luis Calderón, por **agravios **a Antonio Gil Calderón del Castillo, su amo, con quien mediaba un juicio de liberación de aquél."
2379,2379A,"Causa seguida a Matias Zabala, por **robo **de ganado."
2380,2380A,"Sumario instruido por Diego Montealegre, alcalde del Guamo, a Santiago Quiñones y Leandro Cruz, por **cuatreros**."
2380,2380B,"Licencia **solicitada **por el Procurador de pobres, para el **traslado **de Santiago Quiñones, de la cárcel al hospital"
2381,2381A,"Proceso de Domingo Simón Caloche y Dominga Caloche, su madre, quienes **dieron muerte** a Juana Escavia, mujer de él. Todos tres indios del pueblo de Coello."
2382,2382A,"Sumario instruido por Fernando Molano, alcalde de Ataco, a Antonio Roa, por **robos**."
2383,2383A,"Demanda de José María García Conde, Gobernador de Ibagué, contra salvador Montealegre, alcalde de la misma población, por **injurias**, y contrademanda del segundo."
2383,2383B,"Demanda de José María García Conde, Gobernador de Ibagué, contra salvador Montealegre, alcalde de la misma población, por **injurias**, y **contrademanda **del segundo."
2383,2383C,"Juicio seguido a José María García Conde, en virtud de demanda por injurias, de Salvador Montealegre, con quien habia tenido un **pleito por semovientes** desde le año de 1793."
2384,2384A,"Juicio seguido a Juan Domínguez Hurtado, **por llevar harina a Honda, sin la licencia del gobierno.**"
2385,2385A,"Requisitorias varias a los alcaldes de Tocaima, Anapoima y otros, por la captura de Silvestre Duarán, sindicado de **múltiples delitos.**"
2386,2386A,"Vista del licenciado García de Valverde, fiscal, en la causa seguida a Francisco Bravo, por **perjurio**, y defensa de éste."
2387,2387A,"Juicio seguido a José Ignacio Ramil, en virtud de denuncio de Josefa Callejas, **su mujer**, a quien** daba malos tratamientos.**"
2388,2388A,Referencias a la **concesión **de varas a los alcaldes.
2389,2389A,"Sumario instruido por el alcalde de Piedras, a Joaquín Galindo e Ignacio Carreño, por **robo **e irrespetos a la autoridad."
2389,2389B,"Sumario instruido por el alcalde de Piedras, a Joaquín Galindo e Ignacio Carreño, por robo e **irrespetos **a la autoridad."
2390,2390A,"Sumario instruido por Juan Isidro Ríos, alcalde de San José del Valle, a Javier Patiño y Quintanilla, por sus **amores con una casada** y vida licenciosa que llevara."
2390,2390B,"Sumario instruido por Juan Isidro Ríos, alcalde de San José del Valle, a Javier Patiño y Quintanilla, por sus amores con una casada y **vida licenciosa que llevara.**"
2391,2391A,"Sumario instruido por Joaquín de Uribe, alcalde de Simacota, a Pío García, por **cuatrero**."
2392,2392A,"Sumario instruido por José Cornelio Lozano, alcalde de Ibagué, a José María Ramírez, por **vagancia **y ratería."
2392,2392B,"Sumario instruido por José Cornelio Lozano, alcalde de Ibagué, a José María Ramírez, por vagancia y **ratería**."
2393,2393A,"Petición judicial de Mariano Rojas, indio de Coello, sobre su causa por **hurtos **y fuga que realizó de la cárcel."
2393,2393B,"Petición judicial de Mariano Rojas, indio de Coello, sobre su causa por hurtos y **fuga **que realizó de la cárcel."
2393,2393C,"**Petición **judicial de Mariano Rojas, indio de Coello, sobre su causa por hurtos y fuga que realizó de la cárcel."
2394,2394A,"Petición judicial de Nicolás Buenaventura, Jerónimo Nieto y otros, sobre las costas a que fueron condenados, en el juicio por **hurtos **seguido a Juan Gutiérrez, a quien se absolvió."
2394,2394B,"**Petición **judicial de Nicolás Buenaventura, Jerónimo Nieto y otros, sobre las costas a que fueron condenados, en el juicio por hurtos seguido a Juan Gutiérrez, a quien se absolvió."
2395,2395A,"Juicio seguido a Pablo Antonio Roldán, por **fabricar moneda falsa.**"
2396,2396A,"Causa seguida a Vicente Romero, por el **rapto **de Melchora Lasso, esposa de Alejandro Vidal."
2397,2397A,"Causa seguida a Luis Marino, por **fundidor de platino**, metal considerado de baja ley, y que Marino agregaba al oro."
2398,2398A,"Causa seguida a Juan de la Cruz, quien **cortó la cara** de Isabel Ruíz -mujer casada- por no haber consentido en vivir con él."
2399,2399A,"Sumario instruido a María de Vargas y Ursula Jiménez, por haber **envenenado **con sublimado a Joaquina Caycedo."
2400,2400A,"Juicio seguido a Agustín de la Viña, por **concubinato **con María de Arana, su comadre."
2401,2401A,"Causa seguida a Fernando del Camino, por el **desfloramiento **de María Justa Rufina, su hija natural."
2402,2402A,"Causa seguida a Gaspar Yara, por **robo **de ganados a los indios de Natagaima."
2403,2403A,"Nota de los alcaldes de Ibagué al Virrey, informándole sobre las **predicaciones subversivas** de Domingo Cueto, vecino de Honda."
2403,2403B,"**Nota **de los alcaldes de Ibagué al Virrey, informándole sobre las predicaciones subversivas de Domingo Cueto, vecino de Honda."
2404,2404A,"Demanda de Petrona Rodríguez, por **calumnia e injurias**, contra Petrona Ortíz."
2405,2405A,"Sumario instruido por Jerónimo de Soria y Oviedo, alcalde de Ibagué, a Gregorio de Aguilar, por **heridas **causadas a Miguel Cárdenas."
2406,2406A,"Causa seguida a Diego Hidalgo, por relaciones amorosas con una casada."
2407,2407A,"José Zabala, administrador de diezmos de Neiva, pide se ejecute a José Ignacio Sanmiguel y a Fernando Salas, **por costas de un juicio y multa **que se le impuso."
2407,2407B,"José Zabala, administrador de diezmos de Neiva, **pide **se ejecute a José Ignacio Sanmiguel y a Fernando Salas, por costas de un juicio y multa que se le impuso."
2408,2408A,"Causa seguida a Francisco Suárez y Petrona Valenzuela, vecinos de Nimaima, por el **homicidio **de Eugenio de Luna, consorte de ella."
2409,2409A,"Juicio seguido a Gabriel Córdoba, por **cuatrero**."
2410,2410A,"Juicio seguido a José Echandía, por pública **difamación**, contra José Ignacio López."
2411,2411A,"Causa seguida a Diego Carrión, por **desacatos **a José María Alvarez, alcalde de Buenavista."
2412,2412A,"Denuncio de María Luisa de Mejía, del **concubinato **de María Josefa Riveros, su hija, mujer de Apolinar Fresneda, con Domingo Cifuentes."
2412,2412B,"Denuncio de María Luisa de Mejía, del **concubinato **de María Josefa Riveros, su hija, **mujer de** Apolinar Fresneda, con Domingo Cifuentes."
2413,2413A,"Notas del alcalde de Honda, **sobre el transporte** de Carlos Perrault, como preso, a Cartagena."
2413,2413B,"**Notas **del alcalde de Honda, sobre el transporte de Carlos Perrault, como preso, a Cartagena."
2413,2413C,"Notas del alcalde de Honda, sobre el transporte de Carlos Perrault, como **preso**, a Cartagena."
2414,2414A,"Notas del alcalde de Honda, sobre la **pérdida de dinero de un baúl** de Ana Josefa de los Ríos."
2414,2414B,"**Notas **del alcalde de Honda, sobre la pérdida de dinero de un baúl de Ana Josefa de los Ríos."
2415,2415A,"Causa seguida a Francisco Calderón, por haber **herido **a Fernando García."
2416,2416A,"Acusación de Francisco Zerrate, sindico procurador de Purificación, contra Francisco Sandoval, por **varios hechos delictuosos** que éste cometió."
2417,2417A,"Sumario instruido por el alcalde de Honda, a Ciriaco Gutiérrez, por el **homicidio **de Gabriel Cabrera."
2418,2418A,"Proceso de Atanasio Trujillo, sindicado de los **homicidios **de Cristóbal Albújar y Dionisio Lucero, y de hurtos."
2418,2418B,"Proceso de Atanasio Trujillo, sindicado de los homicidios de Cristóbal Albújar y Dionisio Lucero, y de **hurtos**."
2419,2419A,"Juicio seguido a Domingo de la Rigada, **por haber roto el arancel oficial**."
2420,2420A,"Suamrio instruido por José María de Arana, alcalde del Chaparral, a Manuel Romero, por **cuatrero**."
2421,2421A,"Causa seguida a Cristóbal Herrera, en virtud de denuncio de Francisco Mosso, por **robos **de ganado."
2422,2422A,"Juicio seguido a José Pérez Camino, **escribano **público, por **falsedad **en escrituras e instrumentos notariales de **su cargo.**"
2422,2422B,"Juicio seguido a José Pérez Camino, por **falsedad de documentos públicos**."
2423,2423A,"Juicio seguido por el alcalde de Ibagué, a Martín de Zúñiga, para que regresara a España, **a llevar vida conyugal** con María de Uribe, su mujer, a quien él presumía ya difunta."
2424,2424A,"Demanda de Vicente Osorio, por **persecuciones **que le hiciera víctima, contra Francisco Lozano, y contrademanda de éste atribuyendole a aquel el delito de abigeato."
2424,2424B,"Demanda de Vicente Osorio, por persecuciones que le hiciera víctima, contra Francisco Lozano, y **contrademanda **de éste atribuyendole a aquel el delito de **abigeato**."
